timestamp,open,high,low,close,volume
2025-02-05 13:26:00,98368.3,98476.6,98368.3,98445.0,0.01450116
2025-02-05 13:27:00,98476.5,98476.5,98476.5,98476.5,0.35820796
2025-02-05 13:28:00,98476.6,98516.1,98476.6,98479.5,0.07694798
2025-02-05 13:29:00,98491.7,98491.7,98491.7,98491.7,0.00047839
2025-02-05 13:30:00,98453.3,98472.8,98453.3,98472.8,0.05005367
2025-02-05 13:31:00,98472.8,98472.8,98472.8,98472.8,0.0
2025-02-05 13:32:00,98510.5,98510.5,98510.5,98510.5,0.00804029
2025-02-05 13:33:00,98510.5,98510.5,98510.5,98510.5,0.0
2025-02-05 13:34:00,98430.9,98430.9,98430.9,98430.9,0.00606073
2025-02-05 13:35:00,98430.9,98430.9,98430.9,98430.9,0.0
2025-02-05 13:36:00,98447.0,98480.5,98439.8,98480.5,0.01340864
2025-02-05 13:37:00,98520.7,98583.6,98520.7,98583.6,0.25385804
2025-02-05 13:38:00,98583.6,98583.6,98583.6,98583.6,0.0
2025-02-05 13:39:00,98583.7,98601.8,98578.0,98578.0,0.00371394
2025-02-05 13:40:00,98578.0,98578.0,98578.0,98578.0,0.0
2025-02-05 13:41:00,98512.5,98512.5,98512.5,98512.5,0.00030937
2025-02-05 13:42:00,98561.8,98561.8,98531.0,98531.0,0.00229816
2025-02-05 13:43:00,98581.7,98609.0,98581.7,98609.0,0.00308345
2025-02-05 13:44:00,98580.5,98580.5,98580.5,98580.5,0.00015052
2025-02-05 13:45:00,98580.5,98580.5,98580.5,98580.5,0.0
2025-02-05 13:46:00,98530.3,98530.3,98530.3,98530.3,0.0999997
2025-02-05 13:47:00,98558.8,98594.9,98558.8,98573.7,0.0042207
2025-02-05 13:48:00,98610.3,98610.3,98610.3,98610.3,0.00179345
2025-02-05 13:49:00,98610.3,98610.3,98610.3,98610.3,0.0009
2025-02-05 13:50:00,98610.3,98610.3,98610.3,98610.3,0.00022398
2025-02-05 13:51:00,98610.3,98659.8,98610.3,98641.5,0.0209382
2025-02-05 13:52:00,98641.5,98641.5,98641.5,98641.5,0.0
2025-02-05 13:53:00,98610.3,98610.3,98610.3,98610.3,0.0027584
2025-02-05 13:54:00,98610.3,98610.3,98610.3,98610.3,0.0
2025-02-05 13:55:00,98610.3,98610.3,98575.0,98575.0,1.00099127
2025-02-05 13:56:00,98583.0,98583.0,98583.0,98583.0,0.02312818
2025-02-05 13:57:00,98583.0,98583.0,98583.0,98583.0,0.0
2025-02-05 13:58:00,98583.0,98583.0,98583.0,98583.0,0.0
2025-02-05 13:59:00,98573.3,98573.3,98573.3,98573.3,0.00213803
2025-02-05 14:00:00,98586.6,98619.2,98575.8,98575.8,0.0949491
2025-02-05 14:01:00,98562.8,98562.8,98562.8,98562.8,3.959e-05
2025-02-05 14:02:00,98562.8,98562.8,98530.2,98530.2,0.00256697
2025-02-05 14:03:00,98462.6,98462.6,98425.4,98425.4,0.307066
2025-02-05 14:04:00,98442.9,98476.7,98442.9,98446.9,0.01101266
2025-02-05 14:05:00,98491.9,98491.9,98491.2,98491.2,0.00076789
2025-02-05 14:06:00,98491.2,98491.2,98491.2,98491.2,0.0
2025-02-05 14:07:00,98496.6,98496.6,98447.3,98447.3,0.0114101
2025-02-05 14:08:00,98447.9,98447.9,98447.9,98447.9,0.00092686
2025-02-05 14:09:00,98447.3,98447.3,98447.3,98447.3,0.12458316
2025-02-05 14:10:00,98521.2,98534.2,98521.2,98534.2,0.00257
2025-02-05 14:11:00,98519.0,98519.0,98508.3,98508.3,0.0108055
2025-02-05 14:12:00,98485.0,98485.0,98484.9,98484.9,0.00227983
2025-02-05 14:13:00,98447.3,98447.3,98447.3,98447.3,0.00058947
2025-02-05 14:14:00,98447.3,98447.3,98447.3,98447.3,0.36171735
2025-02-05 14:15:00,98447.4,98474.7,98447.4,98474.7,0.00212044
2025-02-05 14:16:00,98507.3,98507.3,98507.3,98507.3,1.2e-05
2025-02-05 14:17:00,98507.3,98624.5,98507.3,98624.5,1.01675856
2025-02-05 14:18:00,98640.5,98757.2,98640.5,98725.6,0.04334313
2025-02-05 14:19:00,98725.6,98725.6,98725.6,98725.6,0.0
2025-02-05 14:20:00,98751.9,98751.9,98651.2,98651.2,0.12952596
2025-02-05 14:21:00,98589.9,98589.9,98576.2,98576.2,0.02048296
2025-02-05 14:22:00,98580.2,98580.2,98580.2,98580.2,0.00035679
2025-02-05 14:23:00,98629.6,98639.1,98629.6,98639.1,0.00664979
2025-02-05 14:24:00,98560.6,98560.6,98560.6,98560.6,0.00018261
2025-02-05 14:25:00,98602.2,98602.2,98590.4,98590.4,0.036
2025-02-05 14:26:00,98610.2,98610.2,98610.2,98610.2,0.0011
2025-02-05 14:27:00,98596.8,98596.8,98596.8,98596.8,6.406e-05
2025-02-05 14:28:00,98610.2,98660.8,98610.2,98660.8,0.2299297
2025-02-05 14:29:00,98660.8,98660.8,98660.8,98660.8,0.0
2025-02-05 14:30:00,98707.2,98801.8,98707.2,98769.3,0.02897986
2025-02-05 14:31:00,98690.7,98690.7,98622.4,98662.7,0.02871045
2025-02-05 14:32:00,98606.9,98606.9,98606.9,98606.9,0.0001217
2025-02-05 14:33:00,98560.5,98560.5,98491.3,98506.8,0.00060897
2025-02-05 14:34:00,98583.2,98602.9,98583.2,98602.9,0.00058461
2025-02-05 14:35:00,98615.2,98692.7,98615.2,98692.7,0.02646176
2025-02-05 14:36:00,98801.8,98801.9,98801.8,98801.9,0.00051946
2025-02-05 14:37:00,98789.0,98789.0,98696.0,98696.0,0.07546753
2025-02-05 14:38:00,98781.0,98781.0,98781.0,98781.0,4.344e-05
2025-02-05 14:39:00,98801.9,98801.9,98801.9,98801.9,5.084e-05
2025-02-05 14:40:00,98793.1,98889.2,98793.1,98889.2,0.75812723
2025-02-05 14:41:00,98889.2,99041.6,98889.2,99041.5,0.05636135
2025-02-05 14:42:00,99041.6,99064.5,98932.4,98932.4,0.02703742
2025-02-05 14:43:00,98932.4,98932.4,98932.4,98932.4,0.0
2025-02-05 14:44:00,98818.8,98818.8,98818.8,98818.8,0.04247197
2025-02-05 14:45:00,98847.6,98847.6,98818.7,98818.7,0.0225781
2025-02-05 14:46:00,98858.5,98858.5,98858.5,98858.5,0.09867692
2025-02-05 14:47:00,98850.9,98850.9,98850.9,98850.9,5.22e-05
2025-02-05 14:48:00,98961.3,98961.3,98961.3,98961.3,0.022
2025-02-05 14:49:00,98855.0,98855.0,98855.0,98855.0,0.00725763
2025-02-05 14:50:00,98855.0,98855.0,98855.0,98855.0,0.0001344
2025-02-05 14:51:00,98704.4,98704.4,98704.4,98704.4,5.943e-05
2025-02-05 14:52:00,98640.5,98640.5,98496.3,98496.3,0.00171299
2025-02-05 14:53:00,98495.9,98526.1,98495.9,98526.1,0.00623138
2025-02-05 14:54:00,98541.3,98541.3,98541.3,98541.3,0.01277431
2025-02-05 14:55:00,98462.6,98462.6,98430.0,98430.0,0.0024638
2025-02-05 14:56:00,98465.3,98465.3,98285.1,98285.1,0.00042397
2025-02-05 14:57:00,98285.0,98285.0,98185.0,98185.0,0.00743472
2025-02-05 14:58:00,98154.0,98154.0,98154.0,98154.0,0.000202
2025-02-05 14:59:00,98172.2,98307.8,98172.2,98307.8,0.00279477
2025-02-05 15:00:00,98302.6,98484.4,98302.6,98440.4,0.1896362
2025-02-05 15:01:00,98485.7,98485.7,98425.4,98425.4,0.13875815
2025-02-05 15:02:00,98425.4,98425.4,98425.4,98425.4,0.0
2025-02-05 15:03:00,98305.3,98305.3,98085.3,98085.3,0.04868648
2025-02-05 15:04:00,98085.2,98085.2,97894.3,97919.2,0.44437228
2025-02-05 15:05:00,97903.7,97995.8,97875.6,97995.8,0.00322789
2025-02-05 15:06:00,98008.7,98008.7,97809.8,97809.8,0.20826857
2025-02-05 15:07:00,97809.9,97883.7,97809.9,97883.7,0.05037514
2025-02-05 15:08:00,98030.1,98030.1,98030.1,98030.1,5.506e-05
2025-02-05 15:09:00,98030.1,98030.1,98030.1,98030.1,0.0
2025-02-05 15:10:00,98107.7,98147.0,98107.7,98131.4,0.00104627
2025-02-05 15:11:00,98136.4,98136.4,98136.4,98136.4,0.00038722
2025-02-05 15:12:00,98136.4,98136.4,98136.4,98136.4,0.0
2025-02-05 15:13:00,98104.8,98104.8,98104.8,98104.8,0.0049211
2025-02-05 15:14:00,98147.0,98176.0,98147.0,98176.0,0.00031848
2025-02-05 15:15:00,98188.6,98188.6,98188.5,98188.5,0.14466498
2025-02-05 15:16:00,98215.6,98215.6,98215.6,98215.6,0.01853
2025-02-05 15:17:00,98215.6,98215.6,98215.6,98215.6,0.0
2025-02-05 15:18:00,98215.6,98215.6,98215.6,98215.6,0.0
2025-02-05 15:19:00,98010.0,98010.0,98010.0,98010.0,0.00204254
2025-02-05 15:20:00,98114.3,98114.3,98114.3,98114.3,0.00086007
2025-02-05 15:21:00,98114.3,98114.3,98114.3,98114.3,0.0
